phase	fixture_id	pair	direct_digest	observed_digest	status
inverse	S24-radial-linear-rgb	radial/linear-rgb	21c1ff432ba9146deb7d17d03da4000055e02ed06d48ee09629f9925eff8a1f1	21c1ff432ba9146deb7d17d03da4000055e02ed06d48ee09629f9925eff8a1f1	Preserved
inverse	S24-linear-linear-rgb	linear/linear-rgb	edef2d8fc4a0ce3149926c0319ce57a203b8c8182cfb778ccbaf6a231532a69c	edef2d8fc4a0ce3149926c0319ce57a203b8c8182cfb778ccbaf6a231532a69c	Preserved
inverse	S24-radial-oklab	radial/oklab	3edc8d0dc97ddc72881820a6a7be0c776b60797ad662137d5d0c438e9e57f4ca	3edc8d0dc97ddc72881820a6a7be0c776b60797ad662137d5d0c438e9e57f4ca	Preserved
inverse	S24-linear-oklab	linear/oklab	ff9a63c7f96e65ca909fcc1cd5ac1439d593ccf3e84884bd65cb4215b2d5829d	ff9a63c7f96e65ca909fcc1cd5ac1439d593ccf3e84884bd65cb4215b2d5829d	Preserved
inverse	S23-radial-linear-rgb	radial/linear-rgb	ffbc735c0585734699c20adb959d1f042da2f24b37424363733661680ec2a92d	ffbc735c0585734699c20adb959d1f042da2f24b37424363733661680ec2a92d	Preserved
inverse	S23-linear-linear-rgb	linear/linear-rgb	a9ef5a4ac823efd423f74f6820e7a316df38c88926faf6a11daadfe6d72ee02b	a9ef5a4ac823efd423f74f6820e7a316df38c88926faf6a11daadfe6d72ee02b	Preserved
inverse	S23-radial-oklab	radial/oklab	d1b64051edacbd60224e7fd34cb996845f9ecee51c86412f570b4c08fb98cd09	d1b64051edacbd60224e7fd34cb996845f9ecee51c86412f570b4c08fb98cd09	Preserved
inverse	S23-linear-oklab	linear/oklab	890ad40254c5dc0b22533a709b7a12e91a54259fdf2b79976fc5785b93e0bef6	890ad40254c5dc0b22533a709b7a12e91a54259fdf2b79976fc5785b93e0bef6	Preserved
inverse	S22-radial-linear-rgb	radial/linear-rgb	298845e0ec0e17f00326dd5b0ae327b36d73f19ceb439ee7cd90d598cd8f8fb0	298845e0ec0e17f00326dd5b0ae327b36d73f19ceb439ee7cd90d598cd8f8fb0	Preserved
inverse	S22-linear-linear-rgb	linear/linear-rgb	855c480e5ef7ac37e29957fe68264c7da8de1210eb2b4b61392a92e39c04d181	855c480e5ef7ac37e29957fe68264c7da8de1210eb2b4b61392a92e39c04d181	Preserved
inverse	S22-radial-oklab	radial/oklab	2ef80beb255422fe12c487cb27f11c51f624f8d3e6e069ed714d7cc4d2f02b60	2ef80beb255422fe12c487cb27f11c51f624f8d3e6e069ed714d7cc4d2f02b60	Preserved
inverse	S22-linear-oklab	linear/oklab	783557256dbf783731a117a0c41205663fdc0b929f4114fcab73e2f6aec718e6	783557256dbf783731a117a0c41205663fdc0b929f4114fcab73e2f6aec718e6	Preserved
inverse	S21-radial-linear-rgb	radial/linear-rgb	0c24bee967bb99a9ab1aba388361d8ee6ab425992436afd37a8858a4ee956df2	0c24bee967bb99a9ab1aba388361d8ee6ab425992436afd37a8858a4ee956df2	Preserved
inverse	S21-linear-linear-rgb	linear/linear-rgb	c364e37c86d70e2c562284b97f6dceaf858425095c66db172daea955e8812617	c364e37c86d70e2c562284b97f6dceaf858425095c66db172daea955e8812617	Preserved
inverse	S21-radial-oklab	radial/oklab	6b073737c6481230b44dab3e626faae31caebebd58413a2cd524cbce8f038ab4	6b073737c6481230b44dab3e626faae31caebebd58413a2cd524cbce8f038ab4	Preserved
