fixture_id	pair	metric	candidate_observed	vanilla_frozen	allowed_slack	effective_limit	excess	status
S01-linear-oklab	linear/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S01-linear-oklab	linear/oklab	color_p95	0.0022644778427777382	0.0022644778427777382	0.000001	0.0022654778427777383	0	Preserved
S01-linear-oklab	linear/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-radial-oklab	radial/oklab	color_max	0.0027691983825696822	0.0027691983825696822	0.000001	0.0027701983825696823	0	Preserved
S01-radial-oklab	radial/oklab	color_p95	0.0022644778427777382	0.0022644778427777382	0.000001	0.0022654778427777383	0	Preserved
S01-radial-oklab	radial/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-linear-linear-rgb	linear/linear-rgb	color_max	0.0030987593991580503	0.0030987543835158675	0.000001	0.0030997543835158676	0	Preserved
S01-linear-linear-rgb	linear/linear-rgb	color_p95	0.0025817345792035016	0.002581746189050254	0.000001	0.0025827461890502541	0	Preserved
S01-linear-linear-rgb	linear/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-radial-linear-rgb	radial/linear-rgb	color_max	0.0030987543835158675	0.0030987543835158675	0.000001	0.0030997543835158676	0	Preserved
S01-radial-linear-rgb	radial/linear-rgb	color_p95	0.002581746189050254	0.002581746189050254	0.000001	0.0025827461890502541	0	Preserved
S01-radial-linear-rgb	radial/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S01-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-linear-oklab	linear/oklab	color_max	0.0028820180430856267	0.0028820180430856267	0.000001	0.0028830180430856269	0	Preserved
S02-linear-oklab	linear/oklab	color_p95	0.0027180626059582062	0.0027180626059582062	0.000001	0.0027190626059582063	0	Preserved
S02-linear-oklab	linear/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-linear-oklab	linear/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-radial-oklab	radial/oklab	color_max	0.0028820180430856267	0.0028820180430856267	0.000001	0.0028830180430856269	0	Preserved
S02-radial-oklab	radial/oklab	color_p95	0.0027180626059582062	0.0027180626059582062	0.000001	0.0027190626059582063	0	Preserved
S02-radial-oklab	radial/oklab	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-radial-oklab	radial/oklab	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-linear-linear-rgb	linear/linear-rgb	color_max	0.0029867801719644276	0.0029868053342224604	0.000001	0.0029878053342224605	0	Preserved
S02-linear-linear-rgb	linear/linear-rgb	color_p95	0.0025623337630611967	0.0025623337630611967	0.000001	0.0025633337630611968	0	Preserved
S02-linear-linear-rgb	linear/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-linear-linear-rgb	linear/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-radial-linear-rgb	radial/linear-rgb	color_max	0.0029868053342224604	0.0029868053342224604	0.000001	0.0029878053342224605	0	Preserved
S02-radial-linear-rgb	radial/linear-rgb	color_p95	0.0025623337630611967	0.0025623337630611967	0.000001	0.0025633337630611968	0	Preserved
S02-radial-linear-rgb	radial/linear-rgb	alpha_max	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S02-radial-linear-rgb	radial/linear-rgb	alpha_p95	0	0	0.000001	9.9999999999999995e-07	0	Preserved
S03-linear-oklab	linear/oklab	color_max	0.015535274612448377	0.015535274612448377	0.000001	0.015536274612448376	0	Preserved
