phase	fixture_id	pair	direct_digest	observed_digest	status
inverse	S24-radial-luma	radial/luma	c7264508b79965ca51db2a026dca25842478d0bee8b8a6ccb196943c03de92ca	c7264508b79965ca51db2a026dca25842478d0bee8b8a6ccb196943c03de92ca	Preserved
inverse	S24-linear-luma	linear/luma	7c4ff8a9d3d9f7f32fc20cf378fb24735c8f389690f4f141ab8fc8f0bd0c7427	7c4ff8a9d3d9f7f32fc20cf378fb24735c8f389690f4f141ab8fc8f0bd0c7427	Preserved
inverse	S24-radial-hsv	radial/hsv	2e32a6497801d76e9bfd3425184272cdf2ffa7b852403f85b36315d253af50f1	2e32a6497801d76e9bfd3425184272cdf2ffa7b852403f85b36315d253af50f1	Preserved
inverse	S24-linear-hsv	linear/hsv	12a2da4da8ad16095ece0b87cac6c0edd03800390cfca89da2baae0896a6239b	12a2da4da8ad16095ece0b87cac6c0edd03800390cfca89da2baae0896a6239b	Preserved
inverse	S24-radial-hsl	radial/hsl	e5feb983d7f2acaafc90947e5a1e243278758f1c54692f4f3cb45bb1de40d558	e5feb983d7f2acaafc90947e5a1e243278758f1c54692f4f3cb45bb1de40d558	Preserved
inverse	S24-linear-hsl	linear/hsl	6be6ab17b29ab27b0d4633c75d042127f65f50528581fd6ee6af73a493389cb6	6be6ab17b29ab27b0d4633c75d042127f65f50528581fd6ee6af73a493389cb6	Preserved
inverse	S24-radial-oklch	radial/oklch	147141c1a91be0b5c27afc2394d120c3ac4a388b8ca509ec81500ccf98c1b2f0	147141c1a91be0b5c27afc2394d120c3ac4a388b8ca509ec81500ccf98c1b2f0	Preserved
inverse	S24-linear-oklch	linear/oklch	9e51f557797e978de3e61103098b2b4784382f5a1af068c40d8d688b9738633d	9e51f557797e978de3e61103098b2b4784382f5a1af068c40d8d688b9738633d	Preserved
inverse	S23-radial-luma	radial/luma	4717bf914d79ed34dbd2b66db574e203669acd9d2c4231355f792330c627851b	4717bf914d79ed34dbd2b66db574e203669acd9d2c4231355f792330c627851b	Preserved
inverse	S23-linear-luma	linear/luma	0300f5a04281e49e3844df516dd86e94157d7100a28dfd9c5d4a8e370fa8c824	0300f5a04281e49e3844df516dd86e94157d7100a28dfd9c5d4a8e370fa8c824	Preserved
inverse	S23-radial-hsv	radial/hsv	e244fb6d24c3217893278e08d0fc501401533cfc00613fd051dabe66d350758f	e244fb6d24c3217893278e08d0fc501401533cfc00613fd051dabe66d350758f	Preserved
inverse	S23-linear-hsv	linear/hsv	814a22b8478545c1b3e8a28df59f401845743aaf12dc340ae6801020a145e3c6	814a22b8478545c1b3e8a28df59f401845743aaf12dc340ae6801020a145e3c6	Preserved
inverse	S23-radial-hsl	radial/hsl	f8c7472f3f82ea6683d7b34a2650f4d6b1d3c384dd42e277213ddf383d64c89d	f8c7472f3f82ea6683d7b34a2650f4d6b1d3c384dd42e277213ddf383d64c89d	Preserved
inverse	S23-linear-hsl	linear/hsl	b11c7a5f4fcd2e39e326357f53e5a10fffe5dc7b7bbd13420bb7831aa309c108	b11c7a5f4fcd2e39e326357f53e5a10fffe5dc7b7bbd13420bb7831aa309c108	Preserved
inverse	S23-radial-oklch	radial/oklch	ed7736391d051227c96ac48477d0d01c9322cdcae95a2ea59126c6e918db8eb3	ed7736391d051227c96ac48477d0d01c9322cdcae95a2ea59126c6e918db8eb3	Preserved
inverse	S23-linear-oklch	linear/oklch	d418ba010ff180ec08457eb6bd5ebce04f74d8ea38ef751bc84c58ea74c5cf33	d418ba010ff180ec08457eb6bd5ebce04f74d8ea38ef751bc84c58ea74c5cf33	Preserved
inverse	S22-radial-luma	radial/luma	44430523e1e01905554e5985709b7c04d546846243aca19182bf55dba7d55762	44430523e1e01905554e5985709b7c04d546846243aca19182bf55dba7d55762	Preserved
inverse	S22-linear-luma	linear/luma	b42cdbd9238b84b8ebaa1480a95e9ca8338c106663c6d64fc50396b9a1f1172a	b42cdbd9238b84b8ebaa1480a95e9ca8338c106663c6d64fc50396b9a1f1172a	Preserved
inverse	S22-radial-hsv	radial/hsv	aa275f34984685cf15087d8494ecbe2a8e6504ead9a0dfd451b207b3de195374	aa275f34984685cf15087d8494ecbe2a8e6504ead9a0dfd451b207b3de195374	Preserved
inverse	S22-linear-hsv	linear/hsv	1de4d987874047eeaeb5f7013b7af09f2ac9040c5e02675bb69152df935e7123	1de4d987874047eeaeb5f7013b7af09f2ac9040c5e02675bb69152df935e7123	Preserved
inverse	S22-radial-hsl	radial/hsl	c5ead1cb71f9bef694243045720c5b0c15eee384251bd11503cb24bb1be0e1ac	c5ead1cb71f9bef694243045720c5b0c15eee384251bd11503cb24bb1be0e1ac	Preserved
inverse	S22-linear-hsl	linear/hsl	1b7d1d5b180ee466451a0e1f84a34b428cdb1716e728f8135f892aff61a8e665	1b7d1d5b180ee466451a0e1f84a34b428cdb1716e728f8135f892aff61a8e665	Preserved
inverse	S22-radial-oklch	radial/oklch	f6382fa4ae23e9297aa210f93f0736c9944aed8dbd0b86137631267860efa96c	f6382fa4ae23e9297aa210f93f0736c9944aed8dbd0b86137631267860efa96c	Preserved
inverse	S22-linear-oklch	linear/oklch	416ffafae9756a2a6c52da969e8efe466d36716b3a5bbe0fe716409588f8e2ef	416ffafae9756a2a6c52da969e8efe466d36716b3a5bbe0fe716409588f8e2ef	Preserved
inverse	S21-radial-luma	radial/luma	d466395194065ddcdfbe623ac96e693130b4c036af29bb92eeb6ff260cee2a42	d466395194065ddcdfbe623ac96e693130b4c036af29bb92eeb6ff260cee2a42	Preserved
inverse	S21-linear-luma	linear/luma	f598f812659dd5b5135bdac02128bbf59f13dfaa7528df3eaeb5abddab8d08d6	f598f812659dd5b5135bdac02128bbf59f13dfaa7528df3eaeb5abddab8d08d6	Preserved
inverse	S21-radial-hsv	radial/hsv	fd54852b5217a7e966675f728b7248392fb8f027007b79c728cf5f8b6dc9c2a8	fd54852b5217a7e966675f728b7248392fb8f027007b79c728cf5f8b6dc9c2a8	Preserved
inverse	S21-linear-hsv	linear/hsv	d7c1ceabec5c937f64841b3872d2f864f6ab6324c64646f6c3dba3c322a100e9	d7c1ceabec5c937f64841b3872d2f864f6ab6324c64646f6c3dba3c322a100e9	Preserved
inverse	S21-radial-hsl	radial/hsl	aeb9ba8e73ac19fd6b8a3a93855a64512fc05736fb9cac03cc11f3d38a6dd520	aeb9ba8e73ac19fd6b8a3a93855a64512fc05736fb9cac03cc11f3d38a6dd520	Preserved
inverse	S21-linear-hsl	linear/hsl	2927be90e419bc63b71b3a1dacd813dcc581c319c30f1d658d700013b62da785	2927be90e419bc63b71b3a1dacd813dcc581c319c30f1d658d700013b62da785	Preserved
inverse	S21-radial-oklch	radial/oklch	01ae344ed28e80aa71c16501e47eaf89f589cbb442803503c44beb5f4b110148	01ae344ed28e80aa71c16501e47eaf89f589cbb442803503c44beb5f4b110148	Preserved
inverse	S21-linear-oklch	linear/oklch	ba042a7e4dbecf351f3907b2f36bb07e90d33efe5356907c4d18442427a6ef2b	ba042a7e4dbecf351f3907b2f36bb07e90d33efe5356907c4d18442427a6ef2b	Preserved
inverse	S20-radial-luma	radial/luma	98954e4e094f72dfc2f900ed06c4ff42fb696abac47993b05b19131d5c16c207	98954e4e094f72dfc2f900ed06c4ff42fb696abac47993b05b19131d5c16c207	Preserved
inverse	S20-linear-luma	linear/luma	fc9afb82d4744229b6a2b072c620f012c0dadb46db966f5975f4ae95cc9bee91	fc9afb82d4744229b6a2b072c620f012c0dadb46db966f5975f4ae95cc9bee91	Preserved
inverse	S20-radial-hsv	radial/hsv	aa05d793845d652161f41cbdd81ade7b87add31028312aeb79f41824f19a3a04	aa05d793845d652161f41cbdd81ade7b87add31028312aeb79f41824f19a3a04	Preserved
inverse	S20-linear-hsv	linear/hsv	af020cd2fcec51ff1c6b00fd88258173292b6336504ad52c38cc793f2889db91	af020cd2fcec51ff1c6b00fd88258173292b6336504ad52c38cc793f2889db91	Preserved
