# base_commit	e5d0ca402a21ae19ad2dfab64ad0b5960623bd6b
path	bytes	git_blob_sha1	sha256	grupo	motivo
00_nucleo/diagnosticos/p1328-cli-normal.json	1428472	e12fe283831ca3bec980ce728a1f343d01b1f03c	4b039c33d34c7858bfd55d22b91effc35762909ba58856c469d4f8c7faa27926	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-cli-repeat.json	1428572	93a267d39e279c93bda4394596ce9057b4781219	71f8bdc7086210670ad7a45a03c03b3a59c7eca2c6c5b4fe8c21a94b6bc73bfb	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-cli-reverse.json	1428707	07633bbbd1154229eba70dd44a955e807c56fc71	cf9fdd575d4e6efda896db19a3bd3e9ee309e30cee689212f62268a8a179687a	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-build.json	1462384	57514dc1b34c07228f330a97fb033147aa63c8d6	a0b5b2a457a6f7991a1d223b71fa698c243b39388b9afb5a1c6fdd83b7a43487	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-diff-check.json	1427537	39649cdbf1b904f377fc39619cf26e6b4554803d	74462001a71add9790a1cd2935f246bdbf5420df0db4032e5609b572c99cef14	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-fmt.json	1427360	1d6ef8862b1defb90fa82bee3a32865c3f7eddc2	e8b3777a6ab960605d16afbe4f3025402d0e1ebe83b1c1c20f645a4119735ce5	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-lineage-lint.json	1427833	548fbf4a7dff8671c0847056f9f4f6c2048335b2	f84440b8f67336ad93415e635942edddba0a2109b09f61f9df8705093c627956	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-lineage.json	1427842	ba65d3df5eab4221656c1a698bd9868644b3609f	5bdd761928955025e051f56e7daf7d9a7d1218381191ae984b2b18fabba8d18f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-final-lint.json	1716307	f64605bc8b5f236083b448a92b769ac2b586de2e	4e72f615d8c14798c1b8fb09e1920fac895593c6e819a9aa659af737a9d85913	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-integrated-fmt-r2.json	1424694	0eba4d2abb01953eaa401480460bb6e9a73db565	e9645649ddc3d22dacddeb462b9e0542c642fc0460a592203816e42f4819e742	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-integrated-fmt.json	1424312	672f8f50ba280b9425c7ea45b7cea5535227f6fe	0639ed09b3fdad1581902ddad073122f2668a1af3e12effc32a2bf499831ac30	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-l0-dry-run.json	1390147	1602d22405acb59de0d0bd2e48695dcf23393bac	696ac9ae9f6e2837f1164d67eb9397204a5d4a15746d2f465f795d8a232d8d0e	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-l0-preflight.json	1390188	52f5b00b07b25fb0c72362244618b26c8deb3cd7	a2e3bea5d3d7dbb4e42d5d35b47cf77821439bf5404d7a829e6e05e91a3789da	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-l0-reseal.json	1390835	0260afa8319180687249b5e81ef89c3dacc43fa3	cdbd09d8cac29b1d0aa875d1df5b9b7d3db3b0d07b253dad13696d1af7f1f3fa	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-test-integration-r2.json	1425028	17e6583182ba6377022d30c3129239c4b619fb21	12657ee617b6d431e6b03750f503d7e69c72c5ebd71725434183c3fe2db302c6	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-test-integration.json	1408405	6bb93bbead7c48e9923ba2013f5661d289a8c350	7fad50c6f00585775501b573efcafb84a21f55cadf0683bc1d7505b82eb50218	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-unit-green.json	1652551	3abb937c5d50e0ccc1d175a3c19dd221906c1ba2	12f232f4fd3764703a6fba9d205e07bd034ae4b6544c8e86462728502dd4c12e	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-unit-red-r2.json	1652281	13ec4fd9390d67d3299635e49db4e34815febc9b	de861453a8b18d1638d71468b5cdc754a84090c3af7203a8baba69c578a790dd	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-unit-red.json	1651380	acff08f085a00cfbfd99a6ba7c440df388a2456f	c58b10fb50c0ef95a658f0e520add9b18ec791660ecbd234fe98a5e53b89dfb3	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1328-workspace-tests.json	2233006	0a8abae1bf48f16efab51986ee5d5619dcc798e1	fc940d1a7b776ddc004f4de1ae8efb2ecfca29b5370b16af098e56c722d3ae3b	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-cli-normal.json	1493344	64e421dc9a459e70ab48aa40ed954a54ccde31dc	2fdc16db0cc481f4c9bb2b2f59f51fdd556967ead14666d1e08daa8442e96fca	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-cli-repeat.json	1493445	3feb8c6e25c4163b5d3654ec264448b31ef6fe77	b6e628853a1a0647b60cd9a20f9a8d578cfca2305b43a7adf458bcbddee38d31	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-cli-reverse.json	1493579	bd99b245eca0d8eefa6dde65b2f342f44728126b	fbfcc405f7ab5e0788eb21c3a4848b448886586c61603e6428409ba16a3ba934	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-domain-final.json	1503015	56c28e0cff887d1ebf3e864f1a03a4da1579d4e4	0b0d4d99479590f9a57f259f92821103b8de549081a9e6a13ad2a2e816565717	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-build.json	1527202	3f847049bb748533bd8dc8c74c772517607c0a0f	8b49f8bb945d62187f0c71ad30efef3582aadd5a4898c51e239893bd5c022271	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-diff-check.json	1492355	7ec7ca05383765c183c5d7c5e3e1b7082f569595	f46d7631280cb61c4578273616ba2caa0a2ee8c90d07506f36c7b2b6bda966f9	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-fmt.json	1492179	ee5a5d38df8a5fb76207c13bd909b5acb18e1a83	bdb9fd3fec2f1e92a615691e8900c90ec84815e135bb62db29da72c91e63abf3	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-lineage-lint.json	1492652	2a6f9c57ad5e3ea72bb61c4c9226c31bec342ced	87c9c6a15769d668631612b5541e40030cde157bac0e016a3106c8746f7d47ee	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-lineage.json	1492661	abc5fd6d461ad8ec3f66c0315805c845a8def068	106fa4f6dfe3afeb199155b86529a05ac7a3b913585ee354a0575f58539c4cc8	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-final-lint.json	1781715	c7b98ec4d5c3499174514144fc7d804c92643327	d2f40499bfe78e0e55fcc3319aaf915665cee2ba2d996f5b8ddd6e3348596d1d	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-integrated-fmt.json	1488781	2f452c1fc32089dc7844e16405e0bd146fe2c6a0	b59616e89e0fed7f9eebd577464571d90f2cd6465d21716e728a71edc0ba1bbc	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-l0-dry-run.json	1444666	a342c76ad7dbec3af07ea84cb87278d78a74d27f	daf653227a05e58f9951ab119d8bebc698dc4eb3b51cd271497afa1a017341f5	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-l0-preflight.json	1444475	dc7b0dd6b46df3f73eb57b58f15eabf5242273db	736f74701e79cd98a66a6f3defbd7306d444f61f42d37a74680e45d592dc054b	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-l0-r2-dry-run.json	1449968	202ea27752910dc2a6aab3f68b5d292c1c44e517	7a3b0b159a3c690f45c728c5b53264a7cefff75c4031760f67fdcb98e239357a	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-l0-r2-reseal.json	1450099	c2b629dcf313b7366adf1d24ec500da699bd3825	3e514881e81f042ecff2d726ad6a351bf7c3fd76fa17e37692d74c557f11e4e7	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-l0-reseal.json	1444899	e67daf9e6b156df09bd7d448ba6209056bd70cc1	8d68a831d679359d50e643200cfeb43f4de28125cae46c765e145f02660d0846	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-nan-domain-probe.json	1455473	78328f1fa152d65ad9247f6c1f8d0faaf1890df1	f7e3d42483cde115df3ced834c79d5be338045c354461c4aa9dd8c1032f3796f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-test-integration.json	1470138	bc3b298821814339e0e151609ab4964e4cd24083	338d6db6ef72a5b09b1014c4a91d18f7c540c479271c8e8a483aaaa454b77e1c	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-unit-green.json	1718309	56e40a33cac5a30bf45daed8d8d93807117419d4	25888e173873f9a8bb3a4a6d58e8e741aa19112ca6e4f53b412205dbf2be0cfd	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-unit-red.json	1717956	0d57b9ac34d810c37f0eceb050aff55bb8c8fae3	a675be4c1a0811e80735cfa6554e5f94ea86a0bcf1dc62d353794e3620c632ad	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1329-workspace-tests.json	2298690	a656fe5ace06c5dc0aa40cda558cbb6a6052a87a	14ac6ecdf719629aeb49714eaddd3ca5efa3df34a8da67276bad76405a484219	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-cli-normal.json	1543553	e4c8e20cc0d5b271cb399b51b73f0a06da3e4721	ff70d1c9e3255139b1e9b58ce5e22df9e1ec58915e46c409773f9183e400de60	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-cli-repeat.json	1543654	3adafef445820d8ad607a6b8ce2ecc72b4f5c254	a47d836af7532e3e612722e9ef225ef71d086b351a53255cecb4b4b262b43363	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-cli-reverse.json	1543788	20146d15936a7a22d13f4c1ad59d0edbfd5d6971	406d02acea8a8a09f5ed651b963655b6acc7d78a7b539fbeadc74fe56f031839	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-build.json	1576971	b10f95d9ec09ae6984ee53ba20e367a66e6714eb	c587ed90528cfeb204c0eca2e08ce29e4058935f4de00bb62bfe776d3e5e68d9	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-diff-check.json	1543027	2c2fd64958d52254149f2b7e7ebf00edf96d85c9	4a19f03472060c99a46120a90aad3d9f371b679e07b3df88df7f153653f177b2	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-fmt-resealed.json	1542822	72d2d7e07aee519711d94869443a94886037763c	12714ff760f021c6401d8c4fc71fcd3f7dad9313e4a186e05c1c311fcdae0392	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-fmt.json	1542003	0fd79ccb149f3fd597639a5c81f975018ca7cbe4	609d758be04f74ab19783cbafab9dc098b6e83f984bdb03f9068ecafb83e1425	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-lineage-lint.json	1543002	f9a295473d63d036947ef0293d5185b72f072fd7	92adcc952f47ac82e57fe8cc593a316bb3d69cdf344f1293d778f554a0ec2e66	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-lineage.json	1542708	7e7001cedaaf8f53e9a30c9560cf897ef08976fd	2f33b2d795115ac5e546635576d8a4ad7ced1db8cb19a2d55374401cf006eff0	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-lint.json	2500835	e0d5e331aadf68f3366d638c25af4d925b8de583	e55256d2c4ae9f5c3291a3c5961b327529a98b0afe4bbdf317aeabe9cb91da28	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-final-unit-green.json	1768861	6ed235105a056b9b953e27ef68ff6c1abfe1db61	638fb32157f0d70252f089d39578da82fbb587b7f8c01568e0f846e00e33766a	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-integrated-fmt.json	1540432	f38cad94dc8704829120dfac65da77cc2526abd6	06ac0192fb53cf6deb07b9efe6749ccd05143b606050068c659342dff81a06eb	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-l0-dry-run.json	1504645	0616e2ed725737427e6bcda378bf6d2371a327a4	0532fcdc742f586ddaebd55f5405c3e4f73f94dc5acbd29dfc94d1f63089efcc	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-l0-preflight.json	1504454	179bb29b7662bdeda1031a97c8f964d01269be26	65443b4367f9d255474853328c0bef9b1fe5e90bdab6677d9d61baa19e7cb08f	A	derived_blob_ge_1MiB
00_nucleo/diagnosticos/p1330-l0-r2-reseal.json	1505605	19f9ec1bb2e54d2850d5f4d92af289c8978e78f0	eef5dacf30d0d3dcd6f2c958dc7d5e28bfccc747fd702d54123369d8bb67970a	A	derived_blob_ge_1MiB
